,Division,Subdivision,E-Record,Folder,Author(s),Title,Abstract,Year
611,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0117,"Gajic, Milica"," Teacher Stress and the Quality of Teacher-Child Interactions as Mediated by Teachers'
                                 Executive Functions","The present study explores the relationship between teachers' physiological and subjective
 stress and the quality of teacher-child interactions. The main objective was to investigate
 whether teachers' executive functions (EFs) mediate the relationship between teacher
 stress and the quality of teacher-child interactions. Participants were 53 kindergarten
 teachers (Mage = 39 years, SD = 10.87) recruited from 14 early childhood education
 (ECE) centers in Ukraine. Data was collected using self-report measures, saliva sampling
 and computer-based tasks. Results indicated that there were no significant associations
 between teacher stress and the quality of teacher-child interactions, nor were the
 prerequisites met for the association to be mediated by EFs. Significant positive
 associations were found between teachers' subjective stress and self-reported EFs,
 and between teaching experience and the quality of teacher-child interactions. Implications
 for study of teacher stress and the quality of teacher-child interactions in low-resource
 contexts are discussed.",2019
612,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0087,"Gonokuchi, Mina"," Goal-Pursuit Across the Life-Span: Examining the Relationship between, Age, Autonomy,
                                 and Selectivity","Effective goal-pursuit has far-reaching implications across the life-span, yet a growing
 body of evidence suggests that people's strategies to attain their goal changes over
 time. The present study examined this topic by investigating the relationship between
 age and goal-pursuit strategies. We hypothesized that autonomy — feeling free to make
 decisions and to behave in ways that express one's true interests — may be the psychological
 mechanism explaining this relationship. A mediational study provided support for our
 hypotheses. Specifically, age was positively related to autonomy which in turn was
 positively associated with goal facilitation and negatively associated with goal interference.
 These results provide support for the growing claim that older adults are also subject
 to developmental gains.",2019
613,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0121,"Gu, Yufei"," The Influence of Early Childhood Attachment Quality on Secure Base Script Knowledge
                                 Development in Chinese Children","Attachment theory argues that the quality and consistency of parental sensitivity
 and responsiveness to their children is internalized as a mental representation of
 attachment relationships. Interestingly, all longitudinal studies on the development
 of attachment representations to date have been conducted in Western contexts. Leveraging
 data from a longitudinal study of child development in Nanjing, China, we conducted
 the first test of the hypothesized link between early caregiving and later development
 of attachment representations in a non-Western context. We analyzed data collected
 from subsample of an ongoing prospective longitudinal study of Chinese families (n
 = 78). Observations of mother-infant interactions were recorded when the infants were
 age 14 months. Attachment security was assessed at age 10 years using the attachment
 script assessment adapted to the Chinese context. Partial correlations revealed significant
 positive correlations between maternal sensitivity and maternal positive regard observed
 at age 14 months and secure base script knowledge at age 10 years. Maternal intrusiveness
 during play was not significantly related to secure base script development. Overall,
 results supported the culturally universal prediction from attachment theory that
 the quality of early caregiving impacts the development of a secure attachment in
 the child.",2019
614,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0101,"Gyawali, Sneha"," Mothers' goals and strategies for toddlers in gift reception across three cultural
                                 communities","The study investigates how mothers across three cultural communities describe goals
 and strategies for toddlers during gift reception, specifically with regard to their
 autonomy and relatedness. Mothers of two-year-old children from New York City, USA
 (n = 36), Chennai, India (n = 33), and Muenster, Germany (n = 36) participated in
 the study. The mothers' responses to a semi-structured interview were quantified by
 coding them into different types of autonomous goals, autonomous strategies, relatedness
 goals, and relatedness strategies using a coding manual. The majority of goals described
 by mothers were autonomy-focused, while the majority of strategies were relatedness-focused.
 Mothers differed significantly in their autonomy goals for their toddlers (F (2, 102)
 = 5.152, p = .007), and there was a marginal significant difference in their relatedness
 strategies (F (2, 102) = 2.621, p = .078). The findings highlight the coexistence
 of autonomy and relatedness-focused goals and strategies both within and between communities.",2019
615,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0082,"Kamath, Supriya", Does Ensemble Perception Require Conscious Awareness?,"Ensemble perception refers to the ability to extract summary statistics, such as averages
 and variances, from sets of stimuli with similar properties. A recent proposal implicates
 ensemble perception in visual phenomenology. However, a key assumption of this proposal
 – that ensemble perception can occur even in the absence of conscious awareness of
 the items in the ensemble – remains untested. To test this assumption, this study
 investigated whether ensemble perception of spatial location can occur unconsciously.
 In Experiments 1a and 1b, participants reported the average spatial location, or centroid,
 of ensembles of dots presented either within or beneath their threshold of conscious
 awareness; in Experiment 2, participants reported the spatial location of a single
 dot within the ensemble. We found that participants were able to accurately report
 the centroid of unconsciously-presented ensembles when the dots were clustered closely
 together, but when the dots were presented as two separate clusters, they appeared
 to report the centroid of a single cluster rather than the centroid of the entire
 ensemble. Furthermore, participants could not accurately report the location of individual
 dots within unconsciously-presented ensembles. Taken together, our results offer preliminary
 evidence that unconscious ensemble perception is possible, but limited.",2019
616,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0123,"Lee, Seoyoung", The Role of the Parahippocampal Cortex in Scene Integration,"Humans perceive a coherent visual world across time and space. To update incoming
 sensory information while maintaining a stable representation of the environment,
 previous studies have suggested the role of the parahippocampal place area (PPA) in
 scene processing and ensemble processing. Using functional magnetic resonance imaging,
 we examined how the PPA might integrate information by relying on continuous spatial-temporal
 sequence of information flow, or mere shared elements in a scene. We used scene images
 that were divided into three segments, with 66% overlap between the first and second
 segments and 33% overlap between the first and the third segments. Participants viewed
 the three scene segments either sequentially or in a displaced order, identical segments
 for three times, or three completely different scenes. We found that the left and
 right PPA not only showed significantly stronger activations for different scenes
 than identical scenes, but also for different scenes than three segments originating
 from the same scene. Moreover, the sequence order of the three segments did not affect
 the response magnitude. These results suggest that although the PPA may not be sensitive
 to the sequence of information flow, it appears to integrate segments with shared
 elements to form a coherent representation.",2019
617,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0069,"Noll, Ella", Automatic Post-Editing for Arabic to Japanese Machine Translation,"Machine Translation research had made impressive improvements in the last two decades;
 however this success has not spread equally to all language pairs, with some language
 pairs receiving a lot more attention in terms of research, and resource and system
 development.Arabic-to-Japanese is a pair that has not received much attention.In this
 project, we present results from, and detailed linguistic analysis of the output of,
 an automatic post-editing system for Arabic-Japanese machine translation that exploits
 a corpus of Arabic-Japanese news articles. Our results improve over a very strong
 (but domain/genre agnostic) state-of-the-art system.",2019
618,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0105,"Salim, Safa"," Objectification in Music Videos: The Impact of Sexualization and Infantilism on Attitudes
                                 about Sexual Violence Against Women","Media channels like music, television, and film can reinforce or challenge the status
 quo, and influence attitudes by virtue of what they portray. This study examines the
 impact of objectified portrayals of females in music videos on viewers' sexual beliefs,
 and the potential role of sexism as a moderator. Six-hundred Amazon MTurk participants
 were randomly assigned to view South Korean pop (""K-pop"") music videos with sexual,
 infantile, or neutral depictions of women, after which they responded to questions
 assessing their acceptance of date rape and male sexual dominance. Exposure to sexualized
 and infantilized (vs. neutral) videos was found to decrease date rape condemnation
 and increase pro-male dominance beliefs at higher levels of benevolent and hostile
 sexism only for women. Experimental conditions had no effect on men's attitudes. However,
 for both men and women, benevolent and hostile sexism were positively correlated with
 acceptance of date rape and male sexual dominance. Implications for objectification
 theory, and media and sexual violence research are discussed.",2019
619,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0119,"Yoo, Jaewon", The Eﬀect of Various Perturbation Frequencies on Reaching Performance,"We make decisions constantly, both consciously and unconsciously. In order to examine
 the strategy people use to cope with unexpected stimuli, we have used the method of
 perturbation. In the experiment, participants were required to reach for and touch
 the target in one of the two possible locations with their index ﬁngers. They were
 presented with either the unperturbed target or the perturbed target and when they
 were provided with the perturbed target, they were required to make online corrections
 in their movements to cope with the target jump. Our main focus was on the perturbation
 of frequency. In other words, we wanted to systematically examine how well people
 cope with the increasing perturbation frequency. Participants' responses were measured
 and recorded using a motion capture system. Data show that participants take the increasing
 proportion into account in the trajectory of their movements. As the perturbation
 frequency increased along with the progression of blocks, the initial direction moved
 more and more toward the perturbed target on the left, and for the perturbed trials,
 the participants made online corrections earlier on in the movement. This study is
 the ﬁrst to systematically provide increasing frequency of perturbation.",2019
620,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2019-0102,"Zafar, Rida M", Narrative Themes and Language Usage in the Dualistic Model of Passion,"Passion is commonly defined as a strong inclination towards a self-defining and highly
 valued activity toward which an individual devotes considerable time and energy (Vallerand
 et al., 2003). Vallerand's Dualistic Model of Passion (DMP) divides passion into the
 two distinct categories of harmonious passion – which involves an autonomous internalization
 of and engagement with one's passion – and obsessive passion – which involves a controlled
 internalization of and engagement with one's passion. The present research explores
 the relationship between passion and themes of narrative identity – i.e. a person's
 internalized and evolving life-story (McAdams, 1985)), especially with regard to the
 themes of agency, communion, redemption, and contamination (McAdams, 1996). Results
 revealed a strong positive correlation between harmonious passion and themes of communion.
 Obsessive passion was not significantly correlated with any narrative theme. In addition
 to discussing the implications of the relationship between harmonious passion and
 themes of communion, the present study provides a foundation for future research to
 investigate the applicability of qualitative analyses on psychological constructs
 like passion, which are usually studied quantitatively in social psychology.",2019
621,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0078,"Abdujabborov, AJ"," Estimating working memory maintenance-related activation with functional magnetic
                                 resonance imaging","The working memory field (WM) is increasingly employing multivoxel pattern analysis
 (MVPA) techniques with functional magnetic resonance imaging (fMRI) to identify the
 neural correlates of WM maintenance. These techniques are used with the delay task,
 which consists of contiguous encoding, maintenance (or delay), and report epochs.
 WM MVPA analyses use estimates of the blood-oxygen-level-dependent (BOLD) response
 to the maintenance epoch of the delay task to determine whether different experimental
 conditions produce distinct patterns of activity due to differences in maintenance.
 However, because of the protracted nature of the hemodynamic response, these estimates
 can mistakenly capture the BOLD response to the encoding or report epochs, potentially
 producing false positive or false negative classification results down the line. Given
 the consequential nature of obtaining faithful estimates of delay activity, we evaluate
 and compare three different methods of estimating the delay response and identify
 which are optimal for WM MVPA studies. (Full abstract in Capstone paper.)",2020
622,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0108,"Al Neaimi, Shaikha", The Effects of Mood & Language on the Prevalence of Antisocial Personality Traits,"The present study was designed to examine the effects of mood (positive vs. negative)
 and language (Arabic vs. English) on the prevalence of antisocial personality traits
 in different individuals. The following hypotheses were produced: 1) When primed with
 the negative condition, participants in the English condition are likely to score
 higher on the MACH-IV scale than participants in the Arabic one, 2) When primed with
 the positive condition, participants in the Arabic condition are likely to score lower
 on the MACH-IV scale than those in the English one, and 3) Participants that received
 the positive manipulation will have a higher score on the items of the PANAS used
 to measure positive affect (PA), while participants that received the negative manipulation
 will have a higher score on the items of the PANAS used to measure negative affect
 (NA). Although results showed no statistical significance with the effects of prime
 and language on mood, there was an interesting causal relationship between the positive
 manipulation and mood. The study showed noteworthy implications of the effects of
 mood on the way people perceive the world around them.",2020
623,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0063,"Balfaqih, Asma", Attitudes toward Undocumented Immigrants: A Function of Perceived Reliance,"This study measures U.S. citizens' attitudes toward immigrants and immigration policies.
 Immigrants and immigration incite strong, divided sentiments and opinions in the U.S.
 population. These sentiments and opinions correspond with and influence public policy
 and legislation in the U.S. and hence, it is important to examine them regularly in
 empirical studies to develop a better understanding of which factors affect them.
 I analyze data from a study in which participants were either reminded of American
 society's reliance on undocumented immigrants or its independence from themr. I find
 support for the hypothesis that making society's dependence on immigrants salient
 can reduce negative emotions and evaluations as well as decrease support for anti-immigrant
 policies and laws. However, the condition did not have a significant impact on increasing
 positive emotions toward undocumented immigrants. I also demonstrate that this effect
 is moderated by political conservatism, such that conservatives were more likely to
 express increased ratings of immigrants' competence and warmth, decreased support
 for hostile policies, and reduced negative emotions. Results were consistent with
 previous research findings on the effects of perceived interdependence on attitudes
 toward immigration.",2020
624,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0098,"Chaudry, Mohammed", Self Regulation Ability in Kenyan Children and Academic Performance,"The present study investigated the direct association between self-regulation and
 academic performance within a sample in Kenya. It also investigated the extent to
 which the student-teacher relationship and the home learning environment mediated
 the association between self-regulation and academic performance, after controlling
 for income, gender, age, parental education and non-verbal intelligence. The Tower
 of Hanoi was used as a measure of cognitive self-regulation and the researchers completed
 the PSRA Assessor Report Examiner Rating Scale after which measured for emotional
 self-regulation. The teachers completed the Child-Behavior Rating Scale (CBRS) and
 the Student-Teacher Relationship Scale (STRS), which measured for behavioral self-regulation
 and the student-teacher relationship construct, respectively. The parents provided
 information of the home learning environment by completing the StimQ PreSchool Assessment.
 The Hayes macro PROCESS was used to run the mediation analysis. Results indicated
 that behavioral and emotional self-regulation were significantly associated with academic
 performance in both mathematics and language. Overall, the study showcases an uncommon
 sample of Kenyan children, which eventually supports the importance and understanding
 of self- regulation and academic performance.",2020
625,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0096,"Dobreva, Nicole", Retrieval Noise Reduces Accuracy in Visual Working Memory,"Visual working memory (VWM) is the ability to briefly store and manipulate information.
 This ability is important as it helps us to function in the constantly changing environment
 we live in. VWM capacity has long been under investigation. Its limitations occur
 from noise in three stages of processing: encoding, maintenance, and retrieval. In
 this paper, I focus on the retrieval noise of VWM. I created an analytical model to
 differentiate between the shared noise of encoding and maintenance and the retrieval
 noise. This model was first based on data generated by a computer simulation and then
 on behavioral measures obtained experimentally. For the purposes of the experiments,
 we created a new type of VWM task. It required participants to make multiple responses
 about the same target item instead of the commonly used single response. Data were
 collected from 32 participants in two different experiments. Results from applying
 the analysis model on the participants' data were not significant. Nevertheless, this
 is one of the few studies focusing on retrieval noise, and further research with large
 samples is needed.",2020
626,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0086,"El-Kaiali, Reema", Manual Asymmetries in Grasping Movements Under Visual and Visuo-haptic Control,"Visual input is typically used for the completion of grasping movements. However,
 the execution and planning of movements in everyday life is also aided by haptic information
 when objects are held by the other hand. We present a study investigating the sensorimotor
 integration process by exploring how hand dominance influences grasping behavior.
 We compare dominant and non-dominant hand grasping movements towards an object using
 visual or visuo-haptic information. This gives further insight on whether there is
 a preferred role of each hand in grasping or if there is a generic benefit of haptic
 information in grasping. There was no difference in kinematic data collected between
 the dominant and non-dominant hand in either condition, with the only exception being
 shorter duration in the initial segments of the movement when using the dominant hand.
 However, we also confirm the benefit of adding haptic signals to grasping movements
 to movement accuracy, as seen in the visuo-haptic condition. We therefore conclude
 that haptic information aids in grasping performance, and that the generic availability
 of additional sensorimotor signals aid in movement, as opposed to the role of specific
 hands.",2020
627,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0106,"Erdi, Anna", The Effects of Expertise and Word Valence on Holistic Word Processing,"Holistic processing was initially studied as a face-specific phenomenon. Recent findings
 suggest that it could be tied to expertise. People are experts at word-processing,
 thus studying holistic word-processing became the new focus of this research. There,
 however, are further factors influencing this phenomenon. This study investigates
 the influence of expertise and emotional state on holistic processing. Participants
 were required to respond to four-letter Hungarian words. Congruent and incongruent
 word pairs were constructed, with the task-relevant and the task-irrelevant parts
 either aligned or misaligned. The factor of expertise was manipulated by recruiting
 native Hungarian and non-Hungarian speakers. We tested the effect of the emotional
 state by using words of positive and negative meaning. Both groups performed well
 in both valence conditions. We did not find the expected interaction between Alignment
 and Congruency. Congruency effect was present in both alignment conditions, which
 suggest obligatory processing. Valence affected the performance of novices only.",2020
628,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0073,"Kumar, Aravind", Early Maladaptive Schemas and Adolescent Depression,"Early maladaptive schemas (EMS) are self-defeating, emotional, and cognitive patterns
 established in childhood, that remain stable throughout life (Young, Klosko & Weishaar,
 2003). Existing research has hypothesized that EMS can be a risk factor (Stopa et
 al., 2001) or a vulnerability marker for depressive disorders (Dozois et al., 2009).
 In this paper, we use data from a longitudinal study to examine the stability of these
 maladaptive schemas across adolescent development. We examine whether EMS can reliably
 predict depressive symptoms in adolescence. Participants were administered the Young
 Schema Questionnaire – Short Form (YSQ-SF; Young, 1998; Brenning et al., 2012) with
 itemized categories to identify schema domains. This data was correlated with psychopathological
 information collected from a Child Depression Inventory (CDI; Kovacs, 2015; Timbremont
 & Braet, 2002) administered to the participants. The results indicate that EMS is
 stable across adolescence and early-onset EMS can be used as a reliable predictor
 of adolescent depression.",2020
629,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0102,"Omar, Raeesa", Talking About Thoughts: Mothers Metacognition Across Play Contexts,"Maternal metacognition encompasses mothers' beliefs and self-perceptions about their
 parenting which affects the quality of mother-toddler dyadic interactions. This study
 examined the types of metacognitive statements prevalent in mothers' metacognition
 across play contexts, their levels of complexity and the influence of mother and toddler
 characteristics on the consistency of the aforementioned features of metacognition
 across play contexts. During home visits, 36 U.S. American mother-toddler dyads were
 video-recorded during free-toy play, guided-educational play and a book-sharing activity,
 and mothers completed Retrospective Think-Aloud (RTA) interviews. In the absence of
 applied RTA data within parenting research, this study adapted the teacher professional
 vision framework (Seidel & Stuermer, 2011) to develop a coding manual investigating
 metacognitive complexity in RTA transcripts by classifying statements as Descriptions,
 Explanations or Predictions. Findings indicate that mothers metacognition may reflect
 the different demands of play interactions and thus, adjust to play contexts.",2020
630,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0083,"Papai, Mark", Indirect Measures of Attitudes to Colloquial Dialects of Arabic,"Linguistic prejudice gets less attention than other forms of prejudice and Arabic
 linguistic attitudes are even more understudied. For a long time, quantitative Arabic
 sociolinguistics compared attitudes to Modern Standard Arabic and the colloquial dialects;
 and occasionally compared attitudes to different dialects within a country. Recent
 qualitative studies have started to examine the hierarchy between Western and Eastern
 Arabic dialects, but the status differences between the Eastern Arabic dialects are
 underexplored and no quantitative analysis has been done on the topic. This paper
 presents an indirect quantitative measure of status and solidarity rating differences
 between Egyptian and Emirati Arabic, as perceived by Egyptians and Emiratis living
 in the UAE. Results suggest that the Egyptian dialect might be uniformly viewed higher
 both on status and solidarity measures, at least among young women, who constituted
 the majority of participants and were solely represented in the stimuli. Directions
 for future methodological improvements are proposed to increase the generalizability
 of indirect quantitative language attitude measures.",2020
631,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0089,"Raafat, Karima", Passion for an Activity: A New Predictor of Sleep Quality,"Previous research has proposed a dualistic model of passion. This model distinguishes
 between two types of passion: harmonious versus obsessive. The difference between
 the two lies in how the individual's passionate activity is regulated with other life
 domains. A large body of research has provided evidence of an association between
 one's type of passion and their physical as well as mental well-being. However, no
 studies have looked into the potential relationship between passion and sleep, a vital
 component of overall well-being. The present study aimed to fill this gap by looking
 into how the way individuals engage in their passionate activities can affect their
 sleep quality and, consequently, their overall health. We hypothesized that individuals
 with high levels of obsessive passion will experience overall worse sleep quality
 compared to individuals with high levels of harmonious passion. We carried out multiple
 regression analyses to examine this relationship in a sample of 1,506 individuals
 who responded to our online survey, with the results confirming our hypothesis.",2020
632,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0105,"Shrestha, Subhekshya", The Effect of Case Marking on Agreement Attraction in Nepali,"Some theories of agreement processing postulate that subject-verb agreement errors
 are resolved by a cue-based retrieval process in memory. According to these theories,
 the presence of a subject case-marker should decrease the rate of memory retrieval
 errors. The reason behind this predicted decrease is that case-marking would provide
 another retrieval cue to match or mismatch the retrieval process started when the
 verb is encountered. Here, using a Speeded-Acceptability Judgement task, the effect
 of the case-marking on the specific phenomenon of subject-verb agreement attraction
 was studied in Nepali, a language in which the subject-marking can be manipulated
 as a function of the verb aspect. No significant evidence of such a modulation on
 agreement attraction was found. However, there was a weak link between the presence
 of a marked subject and the acceptability of a sentence. Comparison with the fillers
 and feedback from participants indicated that the presentation rate of the experiment
 was too fast. More research with larger samples needs to be conducted to establish
 more conclusive results in Nepali, a language that is understudied in language sciences.",2020
633,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2020-0107,"Treunen, Natasha", The Effects of Long-Term and Short-Term Reading Experience on Perception of Faces,"This study examined the potential overlap between face and word perception by asking
 whether long- or short-term reading experience might influence face processing. Specifically,
 observers tend to judge that a chimeric face made from two left half-faces is more
 similar to the original face than that made from two right half-faces, suggesting
 a 'left-side bias in face perception. To study the effects of long- and short-term
 reading experience on face processing, the present study compared native Arabic readers'
 (who are bilinguals) right-to-left reading direction, and native English readers'
 left-to-right reading direction, on their judgment of the chimeric faces that is most
 similar to the original face. They were tested before and after doing a reading task
 (reading a novel either in English or Arabic). In contrast to our prediction, all
 participants, regardless of their short- or long-term reading experience, were more
 likely to choose the right chimeric faces, suggesting that there is a right-side bias
 and no left-side bias, unlike previous studies predicted.",2020
634,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0126,"Abubaker, Deena"," You say you want a revolution?: An Analysis of Tweets Before and After the Sudanese
                                 Revolution","Although recent history has seen an upheaval of political uprisings, scholarship has
 not yet addressed questions surrounding the effects of mass protest on people's social
 values and ideology. As such, this study looked into pre- and post- revolution Twitter
 data from Sudan to explore whether the breakdown of a sociopolitically oppressive
 regime through protest has pronounced effects in shifting individuals' personal values.
 To test our hypothesis, we used the Linguistic Inquiry and Word Count (LIWC) software
 to analyze the language content of over 20,000 tweets produced by Sudanese users 6
 months before and 6 months after the revolution. Results indicated that in the months
 following the revolution, tweets emanating from the Sudanese population were moving
 in a more progressive direction and included a lower proportion of words typically
 associated with ""conservation"" values, and a higher proportion of words pertaining
 to ""openness"" values as well as ""anti- system"" values. These findings offer a novel
 perspective on unstable political systems and illuminate that overthrowing a political
 regime can have far-reaching consequences on the psychology of individuals and extend
 beyond shaping a country's political framework.",2021
635,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0132,"Aljaeedi, Nawal", Perceptual Competition Between Musical Notation and Letter Processing,"Many forms of perceptual expertise have been examined in previous research, yet there
 is much less research on perceptual expertise of music. Researchers have observed
 perceptual interference in experts between two different object categories. We were
 interested to observe perceptual competition between musical notation and letter processing
 due to musical notes bearing meanings as letters. The goal was to examine perceptual
 competition in the brain between musical notation and letter processing within musical
 experts, though not within musical novices. We hypothesized reading musical notes
 and reading letters may also compete for similar processing resources, causing competition
 for experts, but novices would be unaffected. We tested participants online on 2 expertise
 tasks to distinguish skill levels, and 2 RSVP tasks, for identifying letter and symbol
 targets among musical distractors to observe perceptual interference within experts.
 We found that experts performed significantly better than novices within the letter
 search condition than novices. These results suggest that the experts' experience
 in music improved their performance in the tasks due to their encountering familiar
 objects than novices. Acquisition of a new skill may not compete for the same processing
 resources but may instead enhance performance in similar skills.",2021
636,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0128,"AlNuaimi, Meera", The support of multisensory information during obstacle avoidance,"Vision and haptics(touch and proprioception) are essential to navigate through our
 environment and avoid obstacle collisions. Their multisensory integration has been
 shown to improve performances such as reaching and grasping. However, exploring whether
 or not it can help optimize obstacle avoidance –especially when the haptic input is
 provided by the non-target object– and aid grasping movements by reducing need for
 clearance around the obstacle, is limited. Here we investigated the lateral distance
 of the object from the obstacle, its velocity when overtaking the obstacle, and endpoint
 variability in an obstacle avoidance task. Participants moved the object around the
 obstacle from the start to end position in one condition(Visual), and did the same
 whilst holding the obstacle with the contralateral hand in the other condition(Visuo-Haptic).
 Our results showed only a moderate difference between visual and visuo-haptic information,
 with velocities at the obstacle being slightly higher in the Visuo-Haptic condition.
 In sum, holding the obstacle allows moderately faster movements toward the target
 position. Although these findings suggest that obstacle avoidance movements aided
 by only visual or both visual and haptic information are very similar, the question
 of whether haptic inputs from the non-target object can optimize obstacle avoidance
 remains open for exploration.",2021
637,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0133,"Bouhelal, Aya", In the Mind of the Passionate Ideologues: How do they Morally Reason?,"This study examines the role of moral reasoning in the relationship between passion
 and political activism. Building on prior work guided by the dualistic model of passion,
 we hypothesized that obsessive passion (OP) for an ideology would predict support
 for violent activism, while harmonious passion (HP) would predict support for peaceful
 activism. We further posited that the relationship between passion and support for
 different political behaviors would be mediated by moral reasoning. More specifically,
 we hypothesized that utilitarian reasoning would mediate the relationship between
 OP and violent activism, while deontological reasoning would mediate the relationship
 between OP and mainstream activism. Results from members of the Democratic Party in
 the US (N = 209) supported these hypotheses. These findings shed light on one of the
 factors that play into radicalization, and offer theoretical avenues for interventions
 to prevent violent extremism.",2021
638,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0125,"Dimova, Aleksandrina", Eating disorder symptoms and dopamine dependent working memory subprocesses,"Eating disorders are serious psychiatric illnesses with high morbidity and mortality.
 Our understanding of their development from a cognitive and neurobiological standpoint
 is poor due to a number of limitations in the available literature including confounding
 effects of the ill state and flawed conceptualizations of the proposed contributing
 factors. The present study addressed these limitations by utilizing a non-clinical
 sample, a dimensional view of eating disorder symptoms, and a basic science approach
 to the proposed contribution of working memory (WM) in emergence of eating disorder
 symptoms. In a series of three experiments, we aimed to quantify the behavioral and
 neural association between dopamine dependent WM subprocesses and eating disorder
 symptoms. Although we found no significant associations, our findings have identified
 some differences in brain activation that may distinguish individuals with high eating
 psychopathology from controls. We discuss directions for further research to investigate
 these brain activation differences while also accounting for some of the existing
 limitations of research in the field of eating disorders.",2021
639,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0130,"Gurmu, Tsion", Is Selection in Working Memory Cost Free?,"Attention can be directed to relevant information from the perceptual environment
 or to working memory (WM) representation. Research reveals that the process of selecting
 WM content has attention-like properties that are seen in the prioritization and de-prioritization
 of perceptual information. Given that ongoing attention tasks are known to disrupt
 WM, if the internal selection of WM content overlaps with attention, we would expect
 a general impairment in WM storage because of attentional selection processes. We
 designed a continuous delayed estimation task in which we manipulated the frequency
 of testing of items, thereby the selection process during maintenance of items in
 WM, to investigate how the process of selectively attending to items held in WM influences
 WM performance. Critically, we designed three retro-cue conditions in which we assess
 whether the retro-cue effect is present and whether selection has a cost on WM performance.
 We compared WM performance on the un-informative-medium and informative-medium conditions
 and found WM performance was reduced in the informative-medium cue condition, suggesting
 there might be a cost associated with internal selection of WM content.",2021
640,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0129,"Hristovska, Teodora", Neural Correlates of Working Memory and Mental Imagery,"People have the exceptional ability to recreate and transform visual content in their
 mind. Working memory and mental imagery are two abilities associated with mental representations
 supporting goal-directed behavior. While both abilities rely on the active retention
 and manipulation of content in mind, it is unknown whether the two share the same
 neural mechanisms. In an attempt to reconcile empirical and theoretical findings concerning
 the neural correlates of working memory and imagery, existing research has predominantly
 focused on the shared characteristics, with findings suggesting shared content of
 representations in early visual areas. In the current study, we aim to investigate
 the degree to which the two abilities overlap, by creating an experimental design
 which reflects the distinct theoretical constructs of working memory and imagery.
 To assess the degree to which the two overlap, we used multivoxel pattern analysis
 (MVPA), where we trained four classifiers to decode the identity of the stimulus and
 identity of the task between working memory and imagery.",2021
641,"Science Division Projects, 2014-2022",Psychology,E-records: AD-MC-004,Folder : 2021-0134,"Kanoni, Fani"," The Life Satisfaction of Working Women in European Countries: Leadership, Gender Attitudes,
                                 and Gender Equality","The current study explores the effect of gender role attitudes (individual-level)
 and gender equality (country-level) on the life satisfaction of women in paid employment.
 The study made use of the European Values Study to assess progressive gender role
 attitudes (PGRA) and life satisfaction, and the Global Gender Gap Index to categorize
 33 countries based on their gender equality scores. The initial hypothesis that the
 main relationship between life satisfaction and PGRA is moderated by both job level
 (leadership vs non-leadership) and gender equality (high vs low GGGI) was partially
 confirmed. The data indicated that the main relationship is only moderated by the
 level of gender equality at a national level but not the job level. Even though the
 results did not fully confirm the initial hypothesis regarding the role of leadership,
 they provide opportunities for new research directions.",2021
